id,average_rating,title,imdbId
7245,1,Tormented (1960),54393
7247,3.4,Chitty Chitty Bang Bang (1968),62803
7248,3,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",290879
7250,2,"Out of Towners, The (1970)",66193
7254,3.46875,The Butterfly Effect (2004),289879
7255,2.357142857,Win a Date with Tad Hamilton! (2004),335559
7256,4.2,Touching the Void (2003),379557
7257,2.25,"Big Bounce, The (2004)",315824
7258,1.5,"Perfect Score, The (2004)",314498
7260,5,Latter Days (2003),345551
7263,3.863636364,Miracle (2004),349825
7265,3.833333333,"Dreamers, The (2003)",309987
7266,3.25,"Lost Skeleton of Cadavra, The (2002)",307109
7272,2.5,Super Fly (Superfly) (1972),69332
7282,0.5,"Hip Hop Witch, Da (2000)",245943
7283,1.75,Swing Shift (1984),88213
7285,3.9375,Thirteen (2003),328538
7293,3.275862069,50 First Dates (2004),343660
7294,2.166666667,Welcome to Mooseport (2004),361925
7299,4,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),329388
7300,4,Vanishing Point (1971),67927
7302,5,"Thief of Bagdad, The (1924)",15400
7303,3.5,The Diary of Anne Frank (1959),52738
7305,2.5,Black Widow (1987),90738
7307,4,Flesh & Blood (1985),89153
7308,3.25,King Solomon's Mines (1985),89421
7309,4,"Black Pirate, The (1926)",16654
7311,3,"Goodbye, Mr. Chips (1939)",31385
7312,0.5,"Follow Me, Boys! (1966)",60420
7315,2,Against the Ropes (2004),312329
7316,2.666666667,Confessions of a Teenage Drama Queen (2004),361467
7317,3.1875,EuroTrip (2004),356150
7318,3.041666667,"Passion of the Christ, The (2004)",335345
7319,3,Club Dread (2004),331953
7320,4,Dirty Dancing: Havana Nights (2004),338096
7323,3.714285714,"Good bye, Lenin! (2003)",301357
7324,3.5,Hidalgo (2004),317648
7325,2.5,Starsky & Hutch (2004),335438
7327,3.833333333,Persona (1966),60827
7334,3.166666667,"Front, The (1976)",74554
7340,4.5,Just One of the Guys (1985),89393
7343,1.5,Wisconsin Death Trip (1999),210389
7346,3.269230769,"Girl Next Door, The (2004)",265208
7347,3.166666667,Secret Window (2004),363988
7348,3.357142857,Spartan (2004),360009
7349,4.5,Broken Wings (Knafayim Shvurot) (2002),317842
7352,4,Wilbur Wants to Kill Himself (2002),329767
7354,3,Mad Dog and Glory (1993),107473
7355,5,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996),118172
7357,3.75,Peyton Place (1957),50839
7358,2.5,Searching for Debra Winger (2002),318049
7360,3.4,Dawn of the Dead (2004),363547
7361,4.122641509,Eternal Sunshine of the Spotless Mind (2004),338013
7362,3.375,Taking Lives (2004),364045
7366,2.166666667,Jersey Girl (2004),300051
7367,2.5,"Ladykillers, The (2004)",335245
7369,2.25,Scooby-Doo 2: Monsters Unleashed (2004),331632
7371,3.875,Dogville (2003),276919
7372,3,Ned Kelly (2003),277941
7373,3.285714286,Hellboy (2004),167190
7374,4,Home on the Range (2004),299172
7375,4.333333333,"Prince & Me, The (2004)",337697
7376,2.333333333,Walking Tall (2004),351977
7379,4,The Alamo (2004),318974
7380,4,Ella Enchanted (2004),327679
7381,2.666666667,"Whole Ten Yards, The (2004)",327247
7382,3.5,I'm Not Scared (Io non ho paura) (2003),326977
7386,4,"Ten Commandments, The (1956)",49833
7387,3.6,Dawn of the Dead (1978),77402
7394,3,Those Magnificent Men in Their Flying Machines (1965),59797
7395,3.5,Cheaper by the Dozen (1950),42327
7396,4.1,Scenes From a Marriage (Scener ur ett äktenskap) (1973),70644
7407,2.5,Africa Screams (1949),41098
7411,2,Munchies (1987),93582
7415,2.5,"Late Show, The (1977)",76301
7419,3.875,After Hours (1985),88680
7437,3,Connie and Carla (2004),345074
7438,3.665048544,Kill Bill: Vol. 2 (2004),378194
7439,2.785714286,"Punisher, The (2004)",330793
7444,2.852941176,13 Going on 30 (2004),337563
7445,3.391304348,Man on Fire (2004),328107
7448,0.5,Envy (2004),326856
7449,2.75,Godsend (2004),335121
7450,2,Laws of Attraction (2004),323033
7451,3.517857143,Mean Girls (2004),377092
7453,3,New York Minute (2004),363282
7454,2.84375,Van Helsing (2004),338526
7456,4.5,Valentin (Valentín) (2002),296915
7458,3.1875,Troy (2004),332452
7459,4.75,Carandiru (2003),293007
7460,3.142857143,Coffee and Cigarettes (2003),379217
7478,4,Swimming to Cambodia (1987),94089
7481,3.375,Enemy Mine (1985),89092
7482,4,Enter the Dragon (1973),70034
7484,3.833333333,Gimme Shelter (1970),65780
7487,3.333333333,Henry & June (1990),99762
7492,3,Martin (1977),77914
7493,3.8,"Three Faces of Eve, The (1957)",51077
7502,4.386363636,Band of Brothers (2001),185906
7505,3.166666667,"Kingdom, The (Riget) (1994)",108906
7541,3.25,100 Girls (2000),214388
7560,3.375,Fail-Safe (1964),58083
7564,5,Kwaidan (Kaidan) (1964),58279
7566,4.625,28 Up (1985),88650
7569,3.727272727,You Only Live Twice (1967),62512
7570,3.5,Octopussy (1983),86034
7571,4,"Blue Gardenia, The (1953)",45564
7572,3.5,Wit (2001),243664
7573,3.071428571,Never Say Never Again (1983),86006
7574,5,Maborosi (Maboroshi no hikari) (1995),113725
7577,2.25,"Magic Flute, The (Trollflöjten) (1975)",73822
7579,2.833333333,Pride and Prejudice (1940),32943
7583,3.5,In This Our Life (1942),34890
7584,3.375,Woman of the Year (1942),35567
7585,2,Summertime (1955),48673
7586,4,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977),76734
7587,4,"Samouraï, Le (Godson, The) (1967)",62229
7613,3,White Palace (1990),103251
7614,3.583333333,Oklahoma! (1955),48445
7615,3.75,Desert Hearts (1985),89015
7616,3.75,Body Double (1984),86984
7619,3.833333333,"Miracle Worker, The (1962)",56241
7620,4,Monster in a Box (1992),102467
7624,4,School Ties (1992),105327
7625,4,Girl (1998),138467
7627,4.5,Just Write (1997),119434
7636,1,Raising Cain (1992),105217
7649,4,Babylon 5: In the Beginning (1998),120711
7650,3,"Witchfinder General (Conquerer Worm, The) (1968)",63285
7669,4.416666667,Pride and Prejudice (1995),112130
7697,3.5,"Prince and the Showgirl, The (1957)",50861
7698,4.125,"China Syndrome, The (1979)",78966
7700,4.75,"Wages of Fear, The (Salaire de la peur, Le) (1953)",46268
7701,1.666666667,Look Who's Talking Too (1990),100050
7702,3.5,"Bells of St. Mary's, The (1945)",37536
7705,3.5,Pat and Mike (1952),45012
7706,3.583333333,Animal Crackers (1930),20640
7708,2.5,Bedazzled (1967),61391
7713,3.5,Cat People (1942),34587
7714,3.75,Camelot (1967),61439
7720,4.25,"Four Musketeers, The (1974)",73012
7728,3.625,"Postman Always Rings Twice, The (1946)",38854
7738,3.75,That's The Way I Like It (a.k.a. Forever Fever) (1998),155713
7743,3.25,Explorers (1985),89114
7748,3.5,Pierrot le fou (1965),59592
7753,3.5,Tuesdays with Morrie (1999),207805
7757,4.125,Jason and the Argonauts (1963),57197
7759,1,Nostalghia (1983),86022
7762,3,"Tinker, Tailor, Soldier, Spy (1979)",80297
7764,3,"Driller Killer, The (1979)",79082
7766,4.071428571,Throne of Blood (Kumonosu jô) (1957),50613
7767,4.25,"Best of Youth, The (La meglio gioventù) (2003)",346336
7771,4.5,Zorba the Greek (Alexis Zorbas) (1964),57831
7773,5,"Bang, Bang, You're Dead (2002)",288439
7774,3.5,My Side of the Mountain (1969),64708
7782,3.5,Sniper (1993),108171
7786,3.5,Genghis Blues (1999),187859
7787,4.5,To Hell and Back (1955),48729
7789,2,"11'09""01 - September 11 (2002)",328802
7790,4,"Bon Voyage, Charlie Brown (and Don't Come Back!) (1980)",80461
7791,2.833333333,Internal Affairs (1990),99850
7792,3.333333333,"Parallax View, The (1974)",71970
7802,4.2,"Warriors, The (1979)",80120
7809,3.5,Ambush (Rukajärven tie) (1999),162625
7810,3.666666667,Babylon 5: A Call to Arms (1999),146455
7811,3.75,Babylon 5: The River of Souls (1998),146247
7812,3.75,Babylon 5: Thirdspace (1998),121804
7815,1.5,True Stories (1986),92117
7817,3.5,Zardoz (1974),70948
7818,2.5,School For Scoundrels (1960),54279
7820,4,"Virgin Spring, The (Jungfrukällan) (1960)",53976
7822,3.5,Mogambo (1953),46085
7826,4,"Secret Life of Walter Mitty, The (1947)",39808
7827,4.5,Cypher (2002),284978
7831,3.666666667,Another Thin Man (1939),31047
7832,4,"Thin Man Goes Home, The (1945)",37365
7833,3.833333333,Shadow of the Thin Man (1941),34172
7834,3.666666667,After the Thin Man (1936),27260
7835,3.75,Song of the Thin Man (1947),39853
7836,3.583333333,Woodstock (1970),66580
7840,3.833333333,Gunga Din (1939),31398
7841,2.833333333,Children of Dune (2003),287839
7842,3.2,Dune (2000),142032
7843,3.5,Lammbock (2001),258760
7844,4,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",106936
7845,3,Tremors II: Aftershocks (1996),114720
7846,2.5,Tremors 3: Back to Perfection (2001),259685
7872,2.5,Getting It Right (1989),97424
7878,4.5,Straight to Hell (1987),94048
7881,3.5,White Zombie (1932),23694
7882,2.5,The Plague of the Zombies (1966),60841
7883,3,I Walked with a Zombie (1943),36027
7888,3.5,How to Succeed in Business Without Really Trying (1967),61791
7889,4.5,Pat Garrett and Billy the Kid (1973),70518
7892,2,"Street Fighter, The (Gekitotsu! Satsujin ken) (1974)",73756
7894,4,"Duck, You Sucker (1971)",67140
7895,3.5,Bring Me the Head of Alfredo Garcia (1974),71249
7897,3,"Ballad of Cable Hogue, The (1970)",65446
7899,3.166666667,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),72913
7914,4,Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt) (1927),17668
7915,3.5,Samurai Fiction (SF: Episode One) (1998),170544
7916,3.5,Gidget (1959),52847
7919,4.5,Drunken Angel (Yoidore tenshi) (1948),40979
7920,3.5,Desperate Living (1977),75936
7921,3,"Devil's Rain, The (1975)",72869
7922,2.5,"Valachi Papers,The (1972)",68341
7924,4.5,Stray Dog (Nora inu) (1949),41699
7925,3.25,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",51808
7926,4.5,High and Low (Tengoku to jigoku) (1963),57565
7932,5,Dark Days (2000),235327
7934,3.583333333,Zelig (1983),86637
7935,4,Face to Face (Ansikte mot ansikte) (1976),74147
7936,4.5,Shame (Skammen) (1968),63611
7938,3.5,Winter Light (Nattvardsgästerna) (1963),57358
7939,3,Through a Glass Darkly (Såsom i en spegel) (1961),55499
7941,4.125,Smiles of a Summer Night (Sommarnattens leende) (1955),48641
7942,3,Summer with Monika (Sommaren med Monika) (1953),46345
7943,4.125,"Killers, The (1946)",38669
7944,4,"Night of the Iguana, The (1964)",58404
7946,1.5,Reflections in a Golden Eye (1967),62185
7947,4,Under the Volcano (1984),88322
7948,4,Wise Blood (1979),80140
7951,2.5,Nightbreed (1990),100260
7958,3.5,Bloody Mama (1970),65481
7959,3.5,"Trip, The (1967)",62395
7976,3.833333333,Ken Park (2002),209077
7979,3.9,Monterey Pop (1968),64689
7980,3.357142857,"Bridge Too Far, A (1977)",75784
7981,4.166666667,Infernal Affairs (Mou gaan dou) (2002),338564
7982,3.166666667,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",365376
7983,3.375,Broadway Danny Rose (1984),87003
7984,3.5,From Beyond (1986),91083
7987,3.5,Dolls (1987),92906
7990,3,Rock 'N' Roll High School (1979),79813
7991,2.833333333,Death Race 2000 (1975),72856
7995,3,"Wild Angels, The (1966)",61189
8003,2,Bedlam (1946),38343
8008,3.333333333,Brigadoon (1954),46807
8009,3.5,Marjorie Morningstar (1958),51911
8010,3.5,"Power of One, The (1992)",105159
8011,3.3,"Weather Underground, The (2002)",343168
8012,4.375,Kikujiro (Kikujirô no natsu) (1999),199683
8014,3.583333333,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",374546
8015,3.5,"Phantom Tollbooth, The (1970)",64806
8016,2.25,"Getaway, The (1972)",68638
8019,4,Dark Water (Honogurai mizu no soko kara) (2002),308379
8033,3,How to Steal a Million (1966),60522
8039,3.25,Support Your Local Sheriff! (1969),65051
8042,3.928571429,Mean Streets (1973),70379
8044,3.75,I Am a Fugitive from a Chain Gang (1932),23042
8056,2.5,Harper (1966),60490
8057,3,Sweet Bird of Youth (1962),56541
8070,3.5,Grill Point (Halbe Treppe) (2002),304126
8093,2.75,Shiri (Swiri) (1999),192657
8094,4,Bad Day at Black Rock (1955),47849
8117,2.75,In China They Eat Dogs (I Kina spiser de hunde) (1999),180748
8121,5,"Seducing Doctor Lewis (Grande séduction, La) (2003)",366532
8123,5,Sammy and Rosie Get Laid (1987),93913
8125,4.333333333,Sunrise: A Song of Two Humans (1927),18455
8126,4.5,Shock Corridor (1963),57495
8128,3.625,Au revoir les enfants (1987),92593
8129,1.75,Sex: The Annabel Chong Story (1999),181810
8130,3,"Girl Next Door, The (1999)",189553
8131,4.166666667,Pursuit of Happiness (2001),243508
8132,4.454545455,Gladiator (1992),104346
8133,1.5,"Inheritance, The (Arven) (2003)",328844
8136,0.5,Indestructible Man (1956),49363
8137,2,"Wasp Woman, The (1959)",54462
8138,1.75,Attack of the Giant Leeches (1959),53611
8142,4,Dead or Alive: Hanzaisha (1999),221111
8143,3.5,Lola Montès (1955),48308
8147,3.5,Charly (1968),62794
8154,4.0625,"Dolce Vita, La (1960)",53779
8157,3.6875,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),193253
8158,3.5,Rush (1991),102820
8167,2.25,Captain Blood (1935),26174
8169,3.142857143,*batteries not included (1987),92494
8183,4.125,Educating Rita (1983),85478
8187,3.5,On Moonlight Bay (1951),43880
8188,4.333333333,Sansho the Bailiff (Sanshô dayû) (1954),47445
8189,4,Zazie dans le métro (1960),54494
8190,3,"Americanization of Emily, The (1964)",57840
8191,4,Anne of the Thousand Days (1969),64030
8194,2.75,Baby Doll (1956),48973
8195,2.833333333,"Avventura, L' (Adventure, The) (1960)",53619
8196,2.5,Beyond the Valley of the Dolls (1970),65466
8197,3.666666667,Hiroshima Mon Amour (1959),52893
8199,4.75,Ugetsu (Ugetsu monogatari) (1953),46478
8207,4.2,"Day of the Jackal, The (1973)",69947
8208,5,"Razor's Edge, The (1946)",38873
8225,3.625,Night of the Living Dead (1990),100258
8228,4.1,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",22111
8235,4,Safety Last! (1923),14429
8239,4.5,Viridiana (1961),55601
8240,5,Totally F***ed Up (1993),108366
8253,3.5,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),79833
8254,5,Arizona Dream (1993),106307
8256,4,Queen Christina (1933),24481
8257,3,Battleground (1949),41163
8261,5,3 Women (Three Women) (1977),75612
8263,3.5,Take Me Out to the Ball Game (1949),41944
8264,4.333333333,Grey Gardens (1975),73076
8266,2.5,Purple Rain (1984),87957
8267,3.5,Signs of Life (Lebenszeichen) (1968),63218
8268,2.75,Point of No Return (1993),107843
8273,4,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",104545
8275,2.666666667,College (1927),17765
8290,0.5,Mitchell (1975),73396
8327,4.25,Dolls (2002),330229
8331,3.5,"Man Who Came to Dinner, The (1942)",33874
8332,3.5,Sunday Bloody Sunday (1971),67805
8336,3.5,"Major and the Minor, The (1942)",35019
8337,3.666666667,"Caine Mutiny, The (1954)",46816
8338,3.833333333,Black Narcissus (1947),39192
8340,3.666666667,Escape from Alcatraz (1979),79116
8341,4.5,Oliver Twist (1948),40662
8360,3.574074074,Shrek 2 (2004),298148
8361,3.06,"Day After Tomorrow, The (2004)",319262
8362,2.5,Raising Helen (2004),350028
8363,2,Soul Plane (2004),367085
8364,3.25,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),367790
8366,3.333333333,Saved! (2004),332375
8367,3,"Time of the Wolf, The (Le temps du loup) (2003)",324197
8368,3.761904762,Harry Potter and the Prisoner of Azkaban (2004),304141
8369,3.3,Mindhunters (2004),297284
8370,3.928571429,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",363226
8371,3.2,"Chronicles of Riddick, The (2004)",296572
8372,1.5,Garfield: The Movie (2004),356634
8373,2.45,"Stepford Wives, The (2004)",327162
8376,3.133333333,Napoleon Dynamite (2004),374900
8385,3.5,Lover Come Back (1961),55100
8387,1.916666667,Police Academy: Mission to Moscow (1994),110857
8388,4,Ring of Bright Water (1969),64893
8392,2,Fool for Love (1985),89160
8403,2,Helen of Troy (1956),49301
8404,4,"Hound of the Baskervilles, The (1939)",31448
8410,4,Suddenly (1954),47542
8420,4,Possessed (1947),39725
8422,3,Kings Row (1942),34946
8423,3,"Kid Brother, The (1927)",18051
8447,1,This Island Earth (1955),47577
8451,3.5,Blackboard Jungle (1955),47885
8453,4,It Had to Be You (2000),139388
8459,4,"Heiress, The (1949)",41452
8460,3.75,State Fair (1945),38116
8462,2.5,Executive Suite (1954),46963
8463,2.5,Johnny Belinda (1948),40495
8464,3.533333333,Super Size Me (2004),390521
8465,2.5,Johnny Eager (1942),33774
8477,4.25,"Jetée, La (1962)",56119
8482,3,"Picture of Dorian Gray, The (1945)",37988
8484,3.5,"Human Condition I, The (Ningen no joken I) (1959)",53114
8485,4,Samsara (2001),196069
8487,2.75,Please Don't Eat the Daisies (1960),54188
8491,3.5,White Heat (1949),42041
8492,3.833333333,"Christmas Carol, A (Scrooge) (1951)",44008
8493,3.714285714,Memphis Belle (1990),100133
8499,3.125,Pretty Baby (1978),78111
8502,3.5,Show Boat (1951),44030
8504,4.5,Box of Moon Light (1996),115738
8507,3.388888889,Freaks (1932),22913
8511,4.25,"Immigrant, The (1917)",8133
8522,3.75,My Little Chickadee (1940),32828
8524,3.5,"High and the Mighty, The (1954)",47086
8525,2.5,"Ugly Dachshund, The (1966)",61135
8526,2.333333333,Around the World in 80 Days (2004),327437
8527,3,I'll Sleep When I'm Dead (2003),319531
8528,3.337837838,Dodgeball: A True Underdog Story (2004),364725
8529,3.364864865,"Terminal, The (2004)",362227
8530,3.875,Dear Frankie (2004),377752
8531,2.7,White Chicks (2004),381707
8533,3.393939394,"Notebook, The (2004)",332280
8534,2.5,Two Brothers (Deux frères) (2004),338512
8535,3.5,De-Lovely (2004),352277
8537,4,Kaena: The Prophecy (Kaena: La prophétie) (2003),297753
8542,4,"Day at the Races, A (1937)",28772
8544,3.5,"Now You See Him, Now You Don't (1972)",69031
8571,3,Bob & Carol & Ted & Alice (1969),64100
8572,4.5,"Littlest Rebel, The (1935)",26641
8574,2.25,"Claymation Christmas Celebration, A (1987)",272045
8575,2,"Happenstance (Battement d'ailes du papillon, Le) (2001)",243135
8576,4,Kopps (2003),339230
8577,4,Comandante (2003),342213
8580,4.333333333,Into the Woods (1991),99851
8581,3.5,Pirates of Silicon Valley (1999),168122
8582,3.9,Manufacturing Consent: Noam Chomsky and the Media (1992),104810
8583,2.5,"Clock, The (1945)",37604
8584,3.75,Leave Her to Heaven (1945),37865
8589,4.25,Winter War (Talvisota) (1989),98437
8591,3.5,"Philadelphia Experiment, The (1984)",87910
8596,3.666666667,Revenge of the Pink Panther (1978),78163
8600,4,Angels with Dirty Faces (1938),29870
8604,2.5,Taxi (1998),152930
8607,3.833333333,Tokyo Godfathers (2003),388473
8609,4.5,Our Hospitality (1923),14341
8610,3.416666667,All of Me (1984),86873
8611,2.25,"Farmer's Daughter, The (1947)",39370
8612,3.25,Lassie Come Home (1943),36098
8614,2.625,Overboard (1987),93693
8616,3.5,By the Light of the Silvery Moon (1953),45586
8617,3.25,Butterfield 8 (1960),53622
8618,3.666666667,Johnny Guitar (1954),47136
8620,3.75,"Exterminating Angel, The (Ángel exterminador, El) (1962)",56732
8622,3.565217391,Fahrenheit 9/11 (2004),361596
8623,3.461538462,Roxanne (1987),93886
8625,3,"Same River Twice, The (2003)",342956
8629,3,"Book of Life, The (1998)",167059
8633,3.6875,"Last Starfighter, The (1984)",87597
8636,3.625,Spider-Man 2 (2004),316654
8638,3.882352941,Before Sunset (2004),381681
8640,2.5,King Arthur (2004),349683
8641,3.514705882,Anchorman: The Legend of Ron Burgundy (2004),357413
8642,3,Sleepover (2004),368975
8643,3.5,"Cinderella Story, A (2004)",356470
8644,3.342105263,"I, Robot (2004)",343818
8645,3.676470588,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",390221
8650,4.25,Long Day's Journey Into Night (1962),56196
8654,2,Prince Valiant (1954),47365
8656,3.833333333,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",95468
8657,3.5,"Tin Star, The (1957)",51087
8661,3.25,How the West Was Won (1962),56085
8665,3.790540541,"Bourne Supremacy, The (2004)",372183
8666,2.071428571,Catwoman (2004),327554
8667,2.75,A Home at the End of the World (2004),359423
8670,4.5,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",23563
8672,3.5,Battle Hymn (1957),50171
8675,5,"Enemy Below, The (1957)",50356
8684,4,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",49902
8689,4,"Shock to the System, A (1990)",100602
8690,3,Slaughterhouse-Five (1972),69280
8695,3,"Bachelor and the Bobby-Soxer, The (1947)",39169
8699,5,Dancing in September (2000),219636
8700,3,Destination Tokyo (1943),35799
8709,3,How I Got Into College (1989),97530
8711,3.75,Mr. Blandings Builds His Dream House (1948),40613
8712,4,My Favorite Wife (1940),29284
8713,3.5,"New Adventures of Pippi Longstocking, The (1988)",93744
8718,2.5,"Snake Pit, The (1948)",40806
8720,2.5,"Super, The (1991)",103007
8722,1,Two of a Kind (1983),86494
8724,3.75,"Leopard, The (Gattopardo, Il) (1963)",57091
8725,2.5,"Goodbye, Columbus (1969)",64381
8727,1.5,"Day of the Locust, The (1975)",72848
8730,4.5,To End All Wars (2001),243609
8743,2.5,Biggles (1986),90729
8745,3.5,"World of Suzie Wong, The (1960)",54483
8751,4.5,Gun Crazy (a.k.a. Deadly Is the Female) (1949),42530
8752,4,"Set-Up, The (1949)",41859
8753,4,Unprecedented: The 2000 Presidential Election (2002),346091
8754,4,"Prime of Miss Jean Brodie, The (1969)",64840
8761,3.5,"Three Lives of Thomasina, The (1964)",57579
8763,1.5,"One and Only, Genuine, Original Family Band, The (1968)",63389
8765,4,This Gun for Hire (1942),35432
8768,3.5,Criss Cross (1949),41268
8772,3.75,"Spy Who Came in from the Cold, The (1965)",59749
8777,0.5,Roadkill (a.k.a. Roadkill: Move or Die) (1989),98209
8779,4,Bon Voyage (2003),310778
8781,3,"Manchurian Candidate, The (2004)",368008
8783,3.017241379,"Village, The (2004)",368447
8784,3.629310345,Garden State (2004),333766
8785,3.5,Early Summer (Bakushû) (1951),43313
8790,3,Revengers Tragedy (2002),286921
8795,2.5,Musa the Warrior (Musa) (2001),275083
8796,3.25,"Funny Thing Happened on the Way to the Forum, A (1966)",60438
8797,4.5,Salesman (1969),64921
8798,3.7125,Collateral (2004),369339
8799,2.5,Little Black Book (2004),361841
8800,4,Code 46 (2003),345061
8807,3.636363636,Harold and Kumar Go to White Castle (2004),366551
8808,3.0625,"Princess Diaries 2: Royal Engagement, The (2004)",368933
8810,2.638888889,AVP: Alien vs. Predator (2004),370263
8811,0.5,Yu-Gi-Oh! (2004),403703
8813,3,We Don't Live Here Anymore (2004),361309
8814,1,Without a Paddle (2004),364751
8819,2.5,Double Trouble (1967),61595
8820,2.5,Spinout (1966),61015
8821,2.5,Harum Scarum (1965),59255
8823,3,"Sting II, The (1983)",86370
8827,4.357142857,"Bill Cosby, Himself (1983)",83652
8828,3,Dead Ringer (1964),57997
8830,2.25,Anacondas: The Hunt for the Blood Orchid (2004),366174
8831,2.5,Suspect Zero (2004),324127
8832,1.5,Warriors of Heaven and Earth (Tian di ying xiong) (2003),374330
8833,3.875,Vanity Fair (2004),241025
8835,1.5,Paparazzi (2004),338325
8836,2.333333333,Wicker Park (2004),324554
8838,3.6,Alice Doesn't Live Here Anymore (1974),71115
8839,2.5,"Mangler, The (1995)",113762
8840,2.5,Who's That Knocking at My Door? (1967),63803
8848,2,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",46521
8850,2.5,Flipper (1963),57063
8851,2,Smile (1975),73722
8853,2.5,"Small Circle of Friends, A (1980)",81528
8854,3.5,Night of the Demons (1988),93624
8857,3,Lilith (1964),58294
8859,0.5,SuperBabies: Baby Geniuses 2 (2004),270846
8860,2.545454545,Cellular (2004),337921
8861,2.75,Resident Evil: Apocalypse (2004),318627
8864,3.5,Mr. 3000 (2004),339412
8865,2.727272727,Sky Captain and the World of Tomorrow (2004),346156
8866,2.75,Wimbledon (2004),360201
8870,3.1,"Forgotten, The (2004)",356618
8871,3.5,"Last Shot, The (2004)",357054
8872,3.5,"Dirty Shame, A (2004)",365125
8873,3.673076923,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",318462
8874,3.871428571,Shaun of the Dead (2004),365748
8879,4,Murder on the Orient Express (1974),71877
8880,3.375,Mask (1985),89560
8882,3.25,"Boston Strangler, The (1968)",62755
8884,4,"Man with One Red Shoe, The (1985)",89543
8892,4,Basket Case 3: The Progeny (1992),103773
8893,4.5,Basket Case 2 (1990),99108
8899,4,Hardcore (1979),79271
8903,3.5,"Terror, The (1963)",57569
8906,3.5,Cannibal Holocaust (1980),78935
8907,2.681818182,Shark Tale (2004),307453
8908,3.25,Ladder 49 (2004),349710
8910,3.611111111,I Heart Huckabees (2004),356721
8911,2.5,Raise Your Voice (2004),361696
8914,3.75,Primer (2004),390384
8915,2,Stage Beauty (2004),368658
8916,3.428571429,Shall We Dance? (2004),358135
8917,3.425,Team America: World Police (2004),372588
8918,3,Eulogy (2004),349416
8920,3.5,"Country Girl, The (1954)",46874
8921,2.5,"Rose Tattoo, The (1955)",48563
8923,4.25,Tess (1979),80009
8927,3,Cannonball (1976),74279
8928,3.5,"Fearless Vampire Killers, The (1967)",61655
8929,4,Black Beauty (1971),66834
8930,3.5,"Five Obstructions, The (Fem benspænd, De) (2003)",354575
8931,3.5,Born Rich (2003),342143
8933,4.666666667,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",90985
8935,1,All I Want for Christmas (1991),101301
8937,4.375,Friday Night Lights (2004),390022
8938,4.666666667,Tarnation (2003),390538
8943,3.5,Being Julia (2004),340012
8946,2.5,Surviving Christmas (2004),252028
8947,2.769230769,"Grudge, The (2004)",391198
8948,2.625,Alfie (2004),375173
8949,3.666666667,Sideways (2004),375063
8950,3.684210526,The Machinist (2004),361862
8951,4,Vera Drake (2004),383694
8954,3.5,Lightning in a Bottle (2004),396705
8955,5,Undertow (2004),360130
8957,3.272727273,Saw (2004),387564
8958,3.952380952,Ray (2004),350258
8961,3.861111111,"Incredibles, The (2004)",317705
8963,0.5,It's All About Love (2003),273689
8964,1.5,Callas Forever (2002),274407
8965,2.785714286,"Polar Express, The (2004)",338348
8966,3.535714286,Kinsey (2004),362269
8968,2.333333333,After the Sunset (2004),367479
8969,3.3125,Bridget Jones: The Edge of Reason (2004),317198
8970,3.851351351,Finding Neverland (2004),308644
8972,3.414285714,National Treasure (2004),368891
8973,3.9375,Bad Education (La mala educación) (2004),275491
8974,2.5,"SpongeBob SquarePants Movie, The (2004)",345950
8977,3.5,Alexander (2004),346491
8979,4.25,Guerrilla: The Taking of Patty Hearst (2004),390299
8981,3.921052632,Closer (2004),376541
8982,3.5,I Am David (2003),327919
8983,3.323529412,House of Flying Daggers (Shi mian mai fu) (2004),385004
8984,2.911764706,Ocean's Twelve (2004),349903
8985,1.791666667,Blade: Trinity (2004),359013
8986,4,"Bellboy, The (1960)",53644
8987,3.5,Bush's Brain (2004),403910
8988,4,Cinderfella (1960),53716
8989,3.5,Damn Yankees! (1958),51516
